UUSERID,FOR_RENT_NUM_LISTINGS,FOR_SALE_NUM_LISTINGS,FOR_RENT_NUM_OF_ENQUIRIES,FOR_SALE_NUM_OF_ENQUIRIES,FOR_RENT_NUM_OF_INSPECTION_COMPLETED,FOR_SALE_NUM_OF_INSPECTION_COMPLETED,FOR_RENT_NUM_OF_INSPECTION_INTENTION,FOR_SALE_NUM_OF_INSPECTION_INTENTION,FOR_RENT_NUM_OF_SHORTLISTED,FOR_SALE_NUM_OF_SHORTLISTED,LABEL
967396149628614872,0,25,0,0,0,0,0,0,0,0,1
967393231791144842,83,3,0,0,8,0,4,0,5,0,0
967373181937890791,1,7,0,0,0,0,0,0,0,0,1
967371360952462586,0,2,0,0,0,0,0,0,0,0,1
96736429679582849,1,0,0,0,0,0,0,0,0,0,0
967364167034549039,0,4,0,0,0,0,0,0,0,0,1
967361228614635089,0,1,0,0,0,0,0,0,0,0,1
96735449771528895,0,2,0,0,0,0,0,0,0,0,1
967344393660432054,0,1,0,0,0,0,0,0,0,0,1
967340331144376156,2,0,0,0,0,0,0,0,0,0,0
967337297349956907,91,1,0,0,0,0,0,0,28,0,0
967336051970270477,0,1,0,0,0,0,0,0,0,0,1
967328479410854392,0,6,0,0,0,0,0,0,0,0,1
967327865397617936,0,1,0,0,0,0,0,0,0,0,1
967327742524088152,4,7,0,0,0,0,0,0,0,0,1
967326765338778428,0,1,0,0,0,0,0,0,0,0,1
967322294754058910,1,0,0,0,0,0,0,0,0,0,0
967319016744638156,3,0,0,0,0,0,0,0,0,0,0
967315913060775273,1,15,0,0,0,0,0,0,0,1,1
967313362774798423,0,40,0,0,0,0,0,0,0,0,1
967313321032766544,0,4,0,0,0,0,0,0,0,0,1
967310006344509089,0,2,0,0,0,0,0,0,0,0,1
967306833293019326,4,0,0,0,0,0,0,0,0,0,0
967284323878414246,0,5,0,0,0,0,0,0,0,0,1
967282942754155184,0,3,0,0,0,0,0,0,0,0,1
967279561667469329,5,0,0,0,0,0,0,0,1,0,0
967279116464048480,1,8,0,0,0,0,0,0,0,0,1
9672727470307194,4,44,0,0,0,0,0,4,0,4,1
967272552893802257,6,0,0,0,0,0,0,0,0,0,0
967270545674030628,0,1,0,0,0,0,0,0,0,0,1
967267410599553802,0,64,0,0,0,0,0,0,0,1,1
967254210505377340,0,4,0,0,0,0,0,0,0,0,1
967252111065160979,9,0,0,0,0,0,0,0,0,0,0
967249891239247285,0,4,0,0,0,0,0,0,0,0,1
967249253193316130,2,0,0,0,0,0,0,0,0,0,0
967246989624474982,0,5,0,0,0,0,0,0,0,0,1
967245417998325830,0,49,0,0,0,0,0,0,0,0,1
967245311857569218,0,1,0,0,0,0,0,0,0,0,1
96723521126625330,0,1,0,0,0,0,0,0,0,0,1
967232540331831379,0,4,0,0,0,0,0,0,0,1,1
967231765201212380,0,1,0,0,0,0,0,0,0,0,1
967224879667775685,0,2,0,0,0,0,0,0,0,0,1
967212896692263872,3,0,0,0,0,0,0,0,0,0,0
967212212515606119,0,1,0,0,0,0,0,0,0,0,1
967211725593641268,0,30,0,0,0,0,0,0,0,0,1
967210868152317695,0,2,0,0,0,0,0,0,0,0,1
967207164762352821,0,1,0,0,0,0,0,0,0,0,1
967204287715709303,0,27,0,0,0,0,0,0,0,0,1
967190875077275606,0,1,0,0,0,0,0,0,0,0,1
967190503848724506,0,5,0,0,0,0,0,0,0,0,1
96718862561683019,0,2,0,0,0,0,0,0,0,0,1
967188197181485195,0,1,0,0,0,0,0,0,0,0,1
967187974164232097,0,1,0,0,0,0,0,0,0,0,1
967187295073191437,6,0,0,0,0,0,0,0,0,0,0
96718327064916889,13,0,0,0,0,0,0,0,0,0,0
967182866654691937,0,1,0,0,0,0,0,0,0,0,1
967180033748052231,0,1,0,0,0,0,0,0,0,0,1
967171995412097031,0,1,0,0,0,0,0,0,0,0,1
96716544456735333,0,1,0,0,0,0,0,0,0,0,1
967163141521565362,0,2,0,0,0,0,0,0,0,0,1
967160494832191579,0,266,0,0,0,0,0,0,0,0,1
967157851346022917,0,2,0,0,0,0,0,0,0,0,1
967155813332375339,0,3,0,0,0,0,0,0,0,0,1
967153534641799240,0,1,0,0,0,0,0,0,0,0,1
967152339173393985,8,33,0,4,0,0,0,0,0,1,1
967148081667132074,0,3,0,0,0,0,0,0,0,0,1
967147151278390056,0,5,0,0,0,0,0,0,0,0,1
967136456661071840,0,1,0,0,0,0,0,0,0,0,1
967133368311527111,0,1,0,0,0,0,0,0,0,0,1
967129996566203586,0,1,0,0,0,0,0,0,0,0,1
967127488513044256,0,2,0,0,0,0,0,0,0,0,1
967126296437674416,0,3,0,0,0,0,0,0,0,0,1
967114427500334629,0,1,0,0,0,0,0,0,0,0,1
967110957351089692,0,1,0,0,0,0,0,0,0,0,1
967108023642914750,0,1,0,0,0,0,0,0,0,0,1
967105231729761136,0,119,0,0,0,0,0,0,0,0,1
967104715147728620,0,2,0,0,0,0,0,0,0,0,1
967098988201906027,0,1,0,0,0,0,0,0,0,0,1
967098223055313878,1,0,0,0,0,0,0,0,0,0,0
967089846213305489,0,4,0,0,0,0,0,0,0,0,1
967081437347513061,0,1,0,0,0,0,0,0,0,0,1
967075142554536795,0,2,0,0,0,0,0,0,0,0,1
96707370407615116,7,179,0,0,0,0,0,0,0,0,1
967072874228494368,2,0,0,0,0,0,0,0,0,0,0
967061857827679054,0,5,0,0,0,0,0,0,0,0,1
967050419063515601,2,0,0,0,0,0,0,0,0,0,0
967047022697752185,0,2,0,0,0,0,0,0,0,0,1
967045747848695580,2,0,0,0,0,0,0,0,0,0,0
967044424570192568,0,32,0,0,0,0,0,0,0,0,1
967041414028604553,0,1,0,0,0,0,0,0,0,0,1
967035378249604068,0,1,0,0,0,0,0,0,0,0,1
967026887741392254,0,2,0,0,0,0,0,0,0,0,1
967022594082689069,0,3,0,0,0,0,0,0,0,0,1
967021211825669196,0,5,0,0,0,0,0,0,0,0,1
967019799698002464,0,1,0,0,0,0,0,0,0,0,1
967019095960037557,0,1,0,0,0,0,0,0,0,0,1
967006914782960215,1,0,0,0,0,0,0,0,0,0,0
967003774184188272,0,2,0,0,0,0,0,0,0,0,1
967001870965007696,0,2,0,0,0,0,0,0,0,0,1
966997137554070820,0,7,0,0,0,0,0,0,0,0,1
966996916259260677,0,5,0,0,0,0,0,0,0,0,1
966994846470568229,3,0,0,0,0,0,0,0,0,0,0
966993616554718153,0,7,0,0,0,0,0,0,0,0,1
966990660575262794,0,4,0,0,0,0,0,0,0,0,1
966986779368836538,0,11,0,0,0,0,0,0,0,0,1
966975701228327979,0,1,0,0,0,0,0,0,0,0,1
966975246965813598,2,0,0,0,0,0,0,0,0,0,0
966968279899705529,2,1,0,0,0,0,0,0,0,0,0
96696091534865409,0,2,0,0,0,0,0,0,0,0,1
96695987354904904,1,0,0,0,0,0,0,0,0,0,0
966957411977928863,0,1,0,0,0,0,0,0,0,0,1
966956158010263438,0,19,0,0,0,0,0,0,0,0,1
966952588428340387,0,1,0,0,0,0,0,0,0,0,1
966949298083828419,0,82,0,0,0,0,0,0,0,5,1
96694702317788114,0,3,0,0,0,0,0,0,0,0,1
966943794078841980,0,3,0,0,0,0,0,0,0,0,1
966943760476925777,0,1,0,0,0,0,0,0,0,0,1
966936466187442954,0,3,0,0,0,0,0,0,0,0,1
966934908348213889,0,1,0,0,0,0,0,0,0,0,1
966929197536749326,1,0,0,0,0,0,0,0,0,0,0
966924654889112374,0,6,0,0,0,0,0,0,0,0,1
966921608317605000,0,6,0,0,0,0,0,0,0,0,1
966919077686983120,0,5,0,0,0,0,0,0,0,0,1
966911720737588052,0,1,0,0,0,0,0,0,0,0,1
966898483472404268,11,0,0,0,0,0,0,0,0,0,0
966895251344492186,0,1,0,0,0,0,0,0,0,0,1
966889635644977331,0,1,0,0,0,0,0,0,0,0,1
966881925182924846,0,1,0,0,0,0,0,0,0,0,1
966878034205110163,0,2,0,0,0,0,0,0,0,0,1
966874383454575828,0,3,0,0,0,0,0,0,0,0,1
96687422726830451,0,3,0,0,0,0,0,0,0,0,1
966869729660811172,13,1,0,0,0,0,0,0,9,0,0
966866841184838835,0,2,0,0,0,0,0,0,0,0,1
966866838399795023,0,6,0,0,0,0,0,0,0,0,1
966863833392223839,0,1,0,0,0,0,0,0,0,0,1
966861198776052902,0,3,0,0,0,0,0,0,0,0,1
966858187893557668,0,1,0,0,0,0,0,0,0,0,1
966857796621256826,0,15,0,0,0,0,0,0,0,0,1
966856550124895055,0,2,0,0,0,0,0,0,0,0,1
966855931851183178,0,1,0,0,0,0,0,0,0,0,1
966855065559777860,0,4,0,0,0,0,0,0,0,0,1
966854803080998620,0,4,0,0,0,0,0,0,0,0,1
966853324364827340,0,2,0,0,0,0,0,0,0,0,1
966850037015406196,1,0,0,0,0,0,0,0,0,0,0
96684976705168210,0,11,0,0,0,0,0,0,0,0,1
96684964465718512,3,0,0,0,0,0,0,0,0,0,0
966836033736481272,0,4,0,0,0,0,0,0,0,0,1
96683572493782653,31,0,0,0,0,0,0,0,0,0,0
966831472112167891,0,2,0,0,0,0,0,0,0,0,1
966819962743157208,4,0,0,0,0,0,0,0,0,0,0
966813711886492069,0,35,0,0,0,0,0,0,0,0,1
966808042339690049,0,1,0,0,0,0,0,0,0,0,1
966797329236101301,0,1,0,0,0,0,0,0,0,0,1
966796428880812360,128,0,0,0,0,0,0,0,24,0,0
966795183879142816,0,1,0,0,0,0,0,0,0,0,1
966794216442611236,0,1,0,0,0,0,0,0,0,0,1
966790762170989246,0,1,0,0,0,0,0,0,0,0,1
966789128922063448,2,0,0,0,0,0,0,0,0,0,0
966785857091605528,0,1,0,0,0,0,0,0,0,0,1
966785446342536036,27,0,0,0,0,0,0,0,0,0,0
966784434986356907,0,5,0,0,0,0,0,0,0,0,1
966779773449492858,0,1,0,0,0,0,0,0,0,0,1
966778928678757732,0,6,0,0,0,0,0,0,0,0,1
966772523713552122,0,1,0,0,0,0,0,0,0,0,1
966772243602078885,3,0,0,0,0,0,0,0,0,0,0
966763793269064174,0,5,0,0,0,0,0,0,0,0,1
966761408749154076,5,0,0,0,0,0,0,0,0,0,0
966759611963719357,0,1,0,0,0,0,0,0,0,0,1
966747643700678663,0,5,0,0,0,0,0,0,0,0,1
966746404152284678,1,0,0,0,0,0,0,0,0,0,0
966745941013812245,0,1,0,0,0,0,0,0,0,0,1
966739917753312843,0,11,0,0,0,0,0,0,0,0,1
966739101749290031,0,2,0,0,0,0,0,0,0,0,1
96673732825307383,0,1,0,0,0,0,0,0,0,0,1
966732177011945799,0,5,0,0,0,0,0,0,0,0,1
966715483752637038,1,0,0,0,0,0,0,0,0,0,0
966714921422736506,0,1,0,0,0,0,0,0,0,0,1
966712100291237151,0,6,0,0,0,0,0,0,0,0,1
966710818649662459,0,1,0,0,0,0,0,0,0,0,1
96668889104690584,3,0,0,0,0,0,0,0,0,0,0
966682819152374436,0,1,0,0,0,0,0,0,0,0,1
966672932376216025,0,13,0,0,0,0,0,0,0,0,1
966666596927021086,0,1,0,0,0,0,0,0,0,0,1
966662775162143944,0,9,0,0,0,0,0,0,0,0,1
96666077583854472,4,0,0,0,0,0,0,0,1,0,0
966651875125151730,43,0,0,0,0,0,0,0,0,0,0
966651867420386289,0,12,0,0,0,0,0,0,0,0,1
966649398714965205,0,17,0,0,0,0,0,0,0,0,1
966648030229588899,5,0,0,0,0,0,0,0,0,0,0
96663454374944848,9,0,0,0,0,0,0,0,0,0,0
966627922326835289,2,0,0,0,0,0,0,0,0,0,0
966622794141949396,61,0,0,0,0,0,0,0,14,0,0
966615592132372609,0,2,0,0,0,0,0,0,0,0,1
966615467630726259,0,1,0,0,0,0,0,0,0,0,1
966614812598883186,0,1,0,0,0,0,0,0,0,0,1
966613003118518147,0,1,0,0,0,0,0,0,0,0,1
966606342878130064,0,5,0,0,0,0,0,0,0,0,1
966605462871410073,0,1,0,0,0,0,0,0,0,0,1
966601127278724657,0,1,0,0,0,0,0,0,0,0,1
966597889518436637,8,0,0,0,0,0,0,0,0,0,0
966597537887146531,0,77,0,6,0,0,0,0,0,9,1
966595399733750155,1,0,0,0,0,0,0,0,0,0,0
966590296897670618,0,2,0,0,0,0,0,0,0,0,1
966585301386030641,0,1,0,0,0,0,0,0,0,0,1
966574608030622202,0,2,0,0,0,0,0,0,0,0,1
966560154662655904,0,1,0,0,0,0,0,0,0,0,1
966559059530307061,1,3,0,0,0,0,0,0,0,0,1
966558798149890519,9,0,0,0,0,0,0,0,0,0,0
966550822993053146,0,1,0,0,0,0,0,0,0,0,1
966549179803937339,1,0,0,0,0,0,0,0,0,0,0
96654707731423893,3,0,0,0,0,0,0,0,0,0,0
966545623516499535,0,1,0,0,0,0,0,0,0,0,1
966538190931247908,0,1,0,0,0,0,0,0,0,0,1
96653093448383848,0,103,0,0,0,0,0,0,0,14,1
966530519835941991,0,1,0,0,0,0,0,0,0,0,1
966515841131630143,1,1,0,0,0,0,0,0,0,0,0
966511627338803391,0,1,0,0,0,0,0,0,0,0,1
966508951339399880,0,1,0,0,0,0,0,0,0,0,1
966500997365007900,0,1,0,0,0,0,0,0,0,0,1
966500370751683929,6,0,0,0,0,0,0,0,0,0,0
966493826772823113,0,3,0,0,0,0,0,0,0,0,1
966485891148885618,0,1,0,0,0,0,0,0,0,0,1
966483731594516899,1,0,0,0,0,0,0,0,0,0,0
966476754924090093,0,5,0,0,0,0,0,0,0,0,1
966473438692590314,1,0,0,0,0,0,0,0,0,0,0
966468054651891758,0,1,0,0,0,0,0,0,0,0,1
966465397752824041,0,5,0,0,0,0,0,0,0,0,1
966461663995538403,4,0,0,0,0,0,0,0,0,0,0
966459346609243107,1,0,0,0,0,0,0,0,0,0,0
966458524973633430,0,70,0,0,0,0,0,0,0,0,1
966456475667198809,0,1,0,0,0,0,0,0,0,0,1
966456423139281005,0,1,0,0,0,0,0,0,0,0,1
966453009961563384,0,2,0,0,0,0,0,0,0,0,1
966447111170396351,0,6,0,0,0,0,0,0,0,0,1
966444604469925724,2,238,0,0,0,0,0,0,0,27,1
966440817543905694,1,0,0,0,0,0,0,0,0,0,0
966438464173197077,0,4,0,0,0,0,0,0,0,0,1
966435136106556342,0,7,0,0,0,0,0,0,0,0,1
96643193385235587,0,18,0,0,0,0,0,0,0,0,1
966418873198312144,0,3,0,0,0,0,0,0,0,0,1
96641481401872810,6,0,0,0,0,0,0,0,0,0,0
966410170307246575,0,7,0,0,0,0,0,0,0,0,1
966409180715327592,0,2,0,0,0,0,0,0,0,0,1
966407047550212505,0,6,0,0,0,0,0,0,0,0,1
966403278551468961,2,0,0,0,0,0,0,0,0,0,0
966397935698086194,0,3,0,0,0,0,0,0,0,0,1
966392024787499552,62,0,0,0,0,0,0,0,1,0,0
966388341059230788,6,0,0,0,0,0,0,0,0,0,0
966384498917431835,0,23,0,0,0,0,0,0,0,0,1
966379593872029063,0,1,0,0,0,0,0,0,0,0,1
966379136024591999,0,8,0,0,0,0,0,0,0,0,1
966374455450641783,0,1,0,0,0,0,0,0,0,0,1
966374356042146763,0,2,0,0,0,0,0,0,0,0,1
966372395234671075,0,5,0,0,0,0,0,0,0,0,1
96635490040858317,0,1,0,0,0,0,0,0,0,0,1
966353715763308495,0,3,0,0,0,0,0,0,0,0,1
966352896349484381,4,1,0,0,0,0,0,0,0,0,0
966350326998234419,2,0,0,0,0,0,0,0,0,0,0
966350014075188593,0,11,0,0,0,0,0,0,0,0,1
966348305954180679,0,1,0,0,0,0,0,0,0,0,1
966340466809900790,0,2,0,0,0,0,0,0,0,0,1
966336677102865414,0,1,0,0,0,0,0,0,0,0,1
966335748968416456,0,3,0,0,0,0,0,0,0,0,1
966333403883146318,0,10,0,0,0,0,0,0,0,0,1
966330204163594058,0,4,0,0,0,0,0,0,0,0,1
966326418647881578,0,40,0,0,0,0,0,0,0,0,1
966325204097016163,0,1,0,0,0,0,0,0,0,0,1
966320993825018790,0,1,0,0,0,0,0,0,0,0,1
966320254775737569,0,1,0,0,0,0,0,0,0,0,1
966319632598142924,0,1,0,0,0,0,0,0,0,0,1
966310083245344098,0,3,0,0,0,0,0,0,0,0,1
966308921115167183,0,4,0,0,0,0,0,0,0,0,1
966308179015433001,0,1,0,0,0,0,0,0,0,0,1
966305621371208705,0,27,0,0,0,0,0,0,0,0,1
966304491347967970,0,1,0,0,0,0,0,0,0,0,1
966303311452913367,0,44,0,0,0,0,0,0,0,0,1
966303062419652214,0,28,0,0,0,0,0,0,0,1,1
966298788722903098,0,1,0,0,0,0,0,0,0,0,1
966295137238663600,0,1,0,0,0,0,0,0,0,0,1
966293603444325934,0,11,0,0,0,0,0,0,0,0,1
966292700466210862,0,5,0,0,0,0,0,0,0,0,1
966290888462930699,0,3,0,0,0,0,0,0,0,0,1
966290530106525421,0,3,0,0,0,0,0,0,0,0,1
966286204355273597,0,1,0,0,0,0,0,0,0,0,1
966285590417450759,27,0,0,0,0,0,0,0,0,0,0
96628552825653078,0,3,0,0,0,0,0,0,0,0,1
966281262589863165,0,79,0,0,0,0,0,0,0,0,1
966277413923084950,0,53,0,0,0,0,0,0,0,0,1
966265790916104727,0,9,0,0,0,0,0,0,0,0,1
966264449456795244,0,1,0,0,0,0,0,0,0,0,1
966249622337722344,2,0,0,0,0,0,0,0,0,0,0
96624848487525006,0,4,0,0,0,0,0,0,0,0,1
966245238071263969,0,2,0,0,0,0,0,0,0,0,1
966244866765615514,0,2,0,0,0,0,0,0,0,0,1
96624483894992083,0,3,0,0,0,0,0,0,0,0,1
966240595606109595,0,1,0,0,0,0,0,0,0,0,1
966240228566703792,1,0,0,0,0,0,0,0,0,0,0
966239364032232925,25,36,0,0,0,0,0,0,0,0,1
966237712273453798,0,1,0,0,0,0,0,0,0,0,1
966226327185163554,0,2,0,0,0,0,0,0,0,0,1
966217909898875764,0,1,0,0,0,0,0,0,0,0,1
966217433041987664,0,4,0,0,0,0,0,0,0,0,1
966215517928341184,0,1,0,0,0,0,0,0,0,0,1
96621412176078493,0,1,0,0,0,0,0,0,0,0,1
966211615382438178,16,0,0,0,16,0,0,0,0,0,0
966207172810894743,0,9,0,0,0,0,0,0,0,0,1
96620498302420392,0,1,0,0,0,0,0,0,0,0,1
966189075742232235,0,3,0,0,0,0,0,0,0,0,1
966186049458415355,0,3,0,0,0,0,0,0,0,0,1
966185874778315543,45,9,0,0,0,0,0,0,0,0,0
966171485345984899,0,1,0,0,0,0,0,0,0,0,1
966170046872058966,0,2,0,0,0,0,0,0,0,0,1
966161408585297884,4,2,0,0,0,0,0,0,0,0,0
966158657369231229,0,3,0,0,0,0,0,0,0,0,1
966153804490517281,2,13,0,0,0,0,0,0,0,0,1
966149206838157567,0,1,0,0,0,0,0,0,0,0,1
966145586268765390,0,8,0,0,0,0,0,0,0,1,1
966145237433751937,3,2,0,0,0,0,0,0,0,0,0
966130320452991163,0,1,0,0,0,0,0,0,0,0,1
966119181597823142,2,0,0,0,0,0,0,0,0,0,0
966117971677482716,0,3,0,0,0,0,0,0,0,0,1
9661171006447859,0,12,0,0,0,0,0,0,0,0,1
966116615304734246,0,4,0,0,0,0,0,0,0,0,1
966108779180257543,0,35,0,0,0,0,0,0,0,3,1
966100769610415584,0,6,0,0,0,0,0,0,0,0,1
966100219337466880,0,12,0,0,0,0,0,0,0,0,1
966099886246392361,0,3,0,0,0,0,0,0,0,0,1
966097557577342241,4,0,0,0,0,0,0,0,0,0,0
966095185831267331,0,28,0,0,0,0,0,0,0,0,1
966094437930424071,0,1,0,0,0,0,0,0,0,0,1
966093081810504205,0,18,0,0,0,0,0,0,0,0,1
966089825606735030,0,1,0,0,0,0,0,0,0,0,1
966089481718576855,17,0,0,0,0,0,0,0,3,0,0
96608504877454145,0,1,0,0,0,0,0,0,0,0,1
966084778278838091,28,0,0,0,0,0,0,0,0,0,0
966081487536160207,0,4,0,0,0,0,0,0,0,0,1
966080086813110315,3,0,0,0,0,0,0,0,0,0,0
966077890016453601,0,4,0,0,0,0,0,0,0,0,1
966072074936625184,0,1,0,0,0,0,0,0,0,0,1
966071898246752969,0,2,0,0,0,0,0,0,0,0,1
966067177196618910,0,1,0,0,0,0,0,0,0,0,1
966066814830384791,0,410,0,20,0,0,0,2,0,20,1
966061081348569814,0,1,0,0,0,0,0,0,0,0,1
966055014680331550,0,1,0,0,0,0,0,0,0,0,1
966051787596638076,0,1,0,0,0,0,0,0,0,0,1
966041997154628768,6,0,0,0,0,0,0,0,0,0,0
966041581476844895,0,0,0,0,0,0,0,0,0,0,0
966035247451320417,0,6,0,0,0,0,0,0,0,0,1
966030238973389321,0,2,0,0,0,0,0,0,0,0,1
966028834002294134,1,0,0,0,0,0,0,0,0,0,0
966019719020062703,0,131,0,4,0,0,0,15,0,16,1
966014936357343135,1,0,0,0,0,0,0,0,0,0,0
966008906100029024,0,1,0,0,0,0,0,0,0,0,1
966002701971987980,0,3,0,0,0,0,0,0,0,0,1
966002376699324191,0,1,0,0,0,0,0,0,0,0,1
96599651616600276,0,2,0,0,0,0,0,0,0,0,1
965992817447533940,0,36,0,1,0,0,0,0,0,6,1
965991358794273418,2,0,0,0,0,0,0,0,1,0,0
965990506972760940,0,4,0,0,0,0,0,0,0,0,1
965986019261440613,5,1,0,0,0,0,0,0,0,0,0
965984432933868446,0,1,0,0,0,0,0,0,0,0,1
96598161706743244,34,44,0,0,0,0,0,0,0,0,1
965978139953384353,15,0,0,0,0,0,0,0,0,0,0
965973966220766706,0,1,0,0,0,0,0,0,0,0,1
96597324003831699,0,15,0,0,0,0,0,0,0,0,1
965958606502186750,0,11,0,0,0,0,0,0,0,0,1
96595799304255107,0,1,0,0,0,0,0,0,0,0,1
965951758889157492,0,12,0,0,0,0,0,0,0,0,1
9659504469322325,0,1,0,0,0,0,0,0,0,0,1
965946862184636359,1,0,0,0,0,0,0,0,0,0,0
965942583623671061,0,2,0,0,0,0,0,0,0,0,1
965932114895727712,0,2,0,0,0,0,0,0,0,0,1
965931590913308831,15,0,0,0,0,0,0,0,3,0,0
965930324789606603,0,2,0,0,0,0,0,0,0,0,1
965926798461032077,0,3,0,0,0,0,0,0,0,0,1
965926326928345166,0,1,0,0,0,0,0,0,0,0,1
965925219616828103,0,1,0,0,0,0,0,0,0,0,1
965921877020388048,0,1,0,0,0,0,0,0,0,0,1
965920951523906139,0,2,0,0,0,0,0,0,0,0,1
96592064240366716,0,3,0,0,0,0,0,0,0,0,1
965919989364375228,0,2,0,0,0,0,0,0,0,0,1
965914494780149229,0,1,0,0,0,0,0,0,0,0,1
96591250238475987,0,1,0,0,0,0,0,0,0,0,1
965908752369491098,3,0,0,0,0,0,0,0,0,0,0
96590855552263347,0,7,0,0,0,0,0,0,0,0,1
965907908126465997,0,1,0,0,0,0,0,0,0,0,1
965907349294796219,0,1,0,0,0,0,0,0,0,0,1
965904730417863605,19,0,0,0,0,0,0,0,0,0,0
965904619156257873,0,10,0,0,0,0,0,0,0,0,1
965901623235680876,0,2,0,0,0,0,0,0,0,0,1
965898207361308228,0,26,0,0,0,0,0,0,0,0,1
965897600853998033,0,7,0,0,0,0,0,0,0,0,1
965895180455310428,0,4,0,0,0,0,0,0,0,0,1
965894481392605085,1,101,0,0,0,0,0,0,0,0,1
965893263131310645,0,8,0,0,0,0,0,0,0,0,1
965891481914168182,1,0,0,0,0,0,0,0,0,0,0
96588503534914381,0,1,0,0,0,0,0,0,0,0,1
96588237800085982,0,3,0,0,0,0,0,0,0,0,1
965881710478674092,4,1,0,0,0,0,0,0,0,0,0
965869954206222159,0,2,0,0,0,0,0,0,0,0,1
965868405787112167,0,3,0,0,0,0,0,0,0,0,1
96586464778751138,0,1,0,0,0,0,0,0,0,0,1
965862346382729276,0,123,0,0,0,0,0,0,0,0,1
965861410938709981,0,1,0,0,0,0,0,0,0,0,1
965858897016613512,0,1,0,0,0,0,0,0,0,0,1
965858496970440150,0,1,0,0,0,0,0,0,0,0,1
965854690666345741,28,4,0,0,0,0,0,0,0,0,0
965851400992958304,0,30,0,0,0,0,0,0,0,0,1
965847772715722281,0,5,0,0,0,0,0,0,0,0,1
96584372201056006,22,0,0,0,0,0,0,0,0,0,0
96584291287137866,0,1,0,0,0,0,0,0,0,0,1
965834369597955851,0,1,0,0,0,0,0,0,0,0,1
965829758112884429,0,2,0,0,0,0,0,0,0,0,1
965828394696087853,0,1,0,0,0,0,0,0,0,0,1
965823288149709683,0,4,0,0,0,0,0,0,0,0,1
965820782642293556,0,70,0,0,0,0,0,0,0,0,1
965815533035950201,4,5,0,0,0,0,0,0,0,0,1
96581305779268786,0,1,0,0,0,0,0,0,0,0,1
965810424356859005,0,1,0,0,0,0,0,0,0,0,1
965808223896952984,0,31,0,2,0,0,0,0,0,12,1
965808101842494137,0,3,0,0,0,0,0,0,0,0,1
965800680305316552,0,1,0,0,0,0,0,0,0,0,1
965799800476243337,5,0,0,0,0,0,0,0,0,0,0
965799624619221367,0,2,0,0,0,0,0,0,0,0,1
965797808356279892,7,0,0,0,0,0,0,0,0,0,0
965795018267264006,0,9,0,0,0,0,0,0,0,0,1
965792942147552232,0,1,0,0,0,0,0,0,0,0,1
965792506036011787,0,6,0,0,0,0,0,0,0,0,1
965790710314124193,0,3,0,0,0,0,0,0,0,0,1
965786771805529679,0,1,0,0,0,0,0,0,0,0,1
965784423132290527,0,99,0,0,0,0,0,0,0,0,1
965781922354947881,0,48,0,0,0,0,0,0,0,9,1
965778040789299575,0,1,0,0,0,0,0,0,0,0,1
965773929520957814,0,22,0,0,0,0,0,0,0,0,1
965770970906564341,1,0,0,0,0,0,0,0,0,0,0
965764165263356040,99,0,0,0,0,0,0,0,14,0,0
965763646138377199,0,2,0,0,0,0,0,0,0,0,1
965761794368830095,0,1,0,0,0,0,0,0,0,0,1
965761405843822618,0,4,0,0,0,0,0,0,0,0,1
965749860554739766,0,1,0,0,0,0,0,0,0,0,1
96574409608083816,0,2,0,0,0,0,0,0,0,0,1
965743796350545674,13,0,0,0,0,0,0,0,3,0,0
965742481671924055,0,2,0,0,0,0,0,0,0,0,1
965741653150840861,0,4,0,0,0,0,0,0,0,0,1
965739989440616923,4,0,0,0,0,0,0,0,0,0,0
965737390160765849,0,2,0,0,0,0,0,0,0,0,1
965734754812654080,0,7,0,0,0,0,0,0,0,0,1
965731962995585106,0,23,0,0,0,0,0,0,0,0,1
965731837052283866,0,28,0,0,0,0,0,0,0,0,1
96572869925225919,0,21,0,0,0,0,0,0,0,0,1
965727887222412637,0,1,0,0,0,0,0,0,0,0,1
965723298514561818,40,1,1,0,0,0,0,0,2,0,0
965721878648210589,5,0,0,0,0,0,0,0,0,0,0
965721311009125104,1,0,0,0,0,0,0,0,0,0,0
965715806396278496,0,1,0,0,0,0,0,0,0,0,1
965712370346315382,0,1,0,0,0,0,0,0,0,0,1
96570989517051747,0,1,0,0,0,0,0,0,0,0,1
965706209888900168,3,0,0,0,0,0,0,0,0,0,0
965705370037092666,21,4,0,0,0,0,0,0,0,0,0
965702038243584871,0,6,0,0,0,0,0,0,0,0,1
965695983425876814,0,5,0,0,0,0,0,0,0,0,1
965692666426416381,0,2,0,0,0,0,0,0,0,0,1
965691808361141736,3,0,0,0,0,0,0,0,0,0,0
965687369482936507,0,1,0,0,0,0,0,0,0,0,1
965685636194637528,0,2,0,0,0,0,0,0,0,0,1
965678585713111520,1,0,0,0,0,0,0,0,0,0,0
965678166138458122,4,0,0,0,0,0,0,0,0,0,0
965671227881374900,18,0,0,0,0,0,0,0,10,0,0
965662132244834539,0,1,0,0,0,0,0,0,0,0,1
965659570214445816,2,5,0,0,0,0,0,0,0,0,1
965656404875444276,0,2,0,0,0,0,0,0,0,0,1
965656019388108119,2,0,0,0,0,0,0,0,0,0,0
965653598819793166,0,17,0,0,0,0,0,0,0,0,1
